,pgnfile,result
23588,413940.pgn,0.0
23589,413941.pgn,0.0
23590,413942.pgn,1.0
23591,413943.pgn,-1.0
23592,413944.pgn,0.0
23593,413945.pgn,-1.0
23594,413946.pgn,0.0
23595,413947.pgn,0.0
23596,413948.pgn,-1.0
23597,413949.pgn,1.0
23598,413950.pgn,1.0
23599,413951.pgn,-1.0
23600,413952.pgn,-1.0
23601,413953.pgn,0.0
23602,413954.pgn,1.0
23603,413955.pgn,0.0
23604,413956.pgn,-1.0
23605,413957.pgn,0.0
23606,413958.pgn,0.0
23607,413959.pgn,1.0
23608,413960.pgn,0.0
23609,413961.pgn,-1.0
23610,413962.pgn,0.0
23611,413963.pgn,-1.0
23612,413964.pgn,0.0
23613,413965.pgn,0.0
23614,413966.pgn,1.0
23615,413967.pgn,0.0
23616,413968.pgn,0.0
23617,413969.pgn,0.0
23618,413970.pgn,0.0
23619,413971.pgn,-1.0
23620,413972.pgn,-1.0
23621,413973.pgn,1.0
23622,413974.pgn,1.0
23623,413975.pgn,0.0
23624,413976.pgn,0.0
23625,413977.pgn,0.0
23626,413978.pgn,-1.0
23627,413979.pgn,0.0
23628,413980.pgn,0.0
23629,413981.pgn,0.0
23630,413982.pgn,0.0
23631,413983.pgn,0.0
23632,413984.pgn,0.0
23633,413985.pgn,0.0
23634,413986.pgn,1.0
23635,413987.pgn,0.0
23636,413988.pgn,0.0
23637,413989.pgn,1.0
23638,413990.pgn,-1.0
23639,413991.pgn,-1.0
23640,413992.pgn,1.0
23641,413993.pgn,1.0
23642,413994.pgn,0.0
23643,413995.pgn,0.0
23644,413996.pgn,1.0
23645,413997.pgn,0.0
23646,413998.pgn,0.0
23647,413999.pgn,0.0
23648,414000.pgn,0.0
23649,414001.pgn,1.0
23650,414002.pgn,-1.0
23651,414003.pgn,0.0
23652,414004.pgn,-1.0
23653,414005.pgn,0.0
23654,414006.pgn,-1.0
23655,414007.pgn,0.0
23656,414008.pgn,1.0
23657,414009.pgn,0.0
23658,414010.pgn,0.0
23659,414011.pgn,0.0
23660,414012.pgn,1.0
23661,414013.pgn,0.0
23662,414014.pgn,0.0
23663,414015.pgn,0.0
23664,414016.pgn,1.0
23665,414017.pgn,-1.0
23666,414018.pgn,0.0
23667,414019.pgn,-1.0
23668,414020.pgn,1.0
23669,414021.pgn,0.0
23670,414022.pgn,-1.0
23671,414023.pgn,1.0
23672,414024.pgn,1.0
23673,414025.pgn,1.0
23674,414026.pgn,0.0
23675,414027.pgn,0.0
23676,414028.pgn,0.0
23677,414029.pgn,1.0
23678,414030.pgn,1.0
23679,414031.pgn,1.0
23680,414032.pgn,0.0
23681,414033.pgn,0.0
23682,414034.pgn,0.0
23683,414035.pgn,0.0
23684,414036.pgn,0.0
23685,414037.pgn,-1.0
23686,414038.pgn,0.0
23687,414039.pgn,0.0
23688,414040.pgn,0.0
23689,414041.pgn,-1.0
23690,414042.pgn,-1.0
23691,414043.pgn,-1.0
23692,414044.pgn,1.0
23693,414045.pgn,0.0
23694,414046.pgn,-1.0
23695,414047.pgn,1.0
23696,414048.pgn,0.0
23697,414049.pgn,0.0
23698,414050.pgn,0.0
23699,414051.pgn,1.0
23700,414052.pgn,0.0
23701,414053.pgn,1.0
23702,414054.pgn,-1.0
23703,414055.pgn,1.0
23704,414056.pgn,0.0
23705,414057.pgn,0.0
23706,414058.pgn,0.0
23707,414059.pgn,0.0
23708,414060.pgn,1.0
23709,414061.pgn,0.0
23710,414062.pgn,0.0
23711,414063.pgn,0.0
23712,414064.pgn,0.0
23713,414065.pgn,-1.0
23714,414066.pgn,1.0
23715,414067.pgn,0.0
23716,414068.pgn,0.0
23717,414069.pgn,0.0
23718,414070.pgn,1.0
23719,414071.pgn,0.0
23720,414072.pgn,1.0
23721,414073.pgn,1.0
23722,414074.pgn,1.0
23723,414075.pgn,-1.0
23724,414076.pgn,0.0
23725,414077.pgn,1.0
23726,414078.pgn,-1.0
23727,414079.pgn,1.0
23728,414080.pgn,0.0
23729,414081.pgn,1.0
23730,414082.pgn,1.0
23731,414083.pgn,-1.0
23732,414084.pgn,-1.0
23733,414085.pgn,0.0
23734,414086.pgn,1.0
23735,414087.pgn,-1.0
23736,414088.pgn,0.0
23737,414089.pgn,0.0
23738,414090.pgn,0.0
23739,414091.pgn,-1.0
23740,414092.pgn,0.0
23741,414093.pgn,1.0
23742,414094.pgn,1.0
23743,414095.pgn,0.0
23744,414096.pgn,0.0
23745,414097.pgn,1.0
23746,414098.pgn,0.0
23747,414099.pgn,1.0
23748,414100.pgn,-1.0
23749,414101.pgn,-1.0
23750,414102.pgn,1.0
23751,414103.pgn,1.0
23752,414104.pgn,0.0
23753,414105.pgn,0.0
23754,414106.pgn,1.0
23755,414107.pgn,-1.0
23756,414108.pgn,0.0
23757,414109.pgn,0.0
23758,414110.pgn,-1.0
23759,414111.pgn,0.0
23760,414112.pgn,1.0
23761,414113.pgn,0.0
23762,414114.pgn,0.0
23763,414115.pgn,1.0
23764,414116.pgn,1.0
23765,414117.pgn,-1.0
23766,414118.pgn,1.0
23767,414119.pgn,1.0
23768,414120.pgn,-1.0
23769,414121.pgn,-1.0
23770,414122.pgn,0.0
23771,414123.pgn,0.0
23772,414124.pgn,0.0
23773,414125.pgn,-1.0
23774,414126.pgn,-1.0
23775,414127.pgn,-1.0
23776,414128.pgn,-1.0
23777,414129.pgn,0.0
23778,414130.pgn,0.0
23779,414131.pgn,1.0
23780,414132.pgn,1.0
23781,414133.pgn,-1.0
23782,414134.pgn,-1.0
23783,414135.pgn,1.0
23784,414136.pgn,1.0
23785,414137.pgn,-1.0
23786,414138.pgn,0.0
23787,414139.pgn,0.0
23788,414140.pgn,-1.0
23789,414141.pgn,1.0
23790,414142.pgn,0.0
23791,414143.pgn,1.0
23792,414144.pgn,-1.0
23793,414145.pgn,0.0
23794,414146.pgn,1.0
23795,414147.pgn,1.0
23796,414148.pgn,1.0
23797,414149.pgn,-1.0
23798,414150.pgn,0.0
23799,414151.pgn,0.0
23800,414152.pgn,-1.0
23801,414153.pgn,0.0
23802,414154.pgn,0.0
23803,414155.pgn,1.0
23804,414156.pgn,1.0
23805,414157.pgn,0.0
23806,414158.pgn,0.0
23807,414159.pgn,0.0
23808,414160.pgn,-1.0
23809,414161.pgn,-1.0
23810,414162.pgn,0.0
23811,414163.pgn,-1.0
23812,414164.pgn,0.0
23813,414165.pgn,0.0
23814,414166.pgn,0.0
23815,414167.pgn,1.0
23816,414168.pgn,0.0
23817,414169.pgn,1.0
23818,414170.pgn,1.0
23819,414171.pgn,0.0
23820,414172.pgn,-1.0
23821,414173.pgn,1.0
23822,414174.pgn,1.0
23823,414175.pgn,0.0
23824,414176.pgn,-1.0
23825,414177.pgn,1.0
23826,414178.pgn,1.0
23827,414179.pgn,-1.0
23828,414180.pgn,-1.0
23829,414181.pgn,0.0
23830,414182.pgn,1.0
23831,414183.pgn,1.0
23832,414184.pgn,0.0
23833,414185.pgn,0.0
23834,414186.pgn,1.0
23835,414187.pgn,1.0
23836,414188.pgn,1.0
23837,414189.pgn,1.0
23838,414190.pgn,1.0
23839,414191.pgn,-1.0
23840,414192.pgn,-1.0
23841,414193.pgn,0.0
23842,414194.pgn,1.0
23843,414195.pgn,0.0
23844,414196.pgn,1.0
23845,414197.pgn,0.0
23846,414198.pgn,0.0
23847,414199.pgn,0.0
23848,414200.pgn,1.0
23849,414201.pgn,0.0
23850,414202.pgn,-1.0
23851,414203.pgn,1.0
23852,414204.pgn,1.0
23853,414205.pgn,-1.0
23854,414206.pgn,-1.0
23855,414207.pgn,-1.0
23856,414208.pgn,-1.0
23857,414209.pgn,-1.0
23858,414210.pgn,0.0
23859,414211.pgn,-1.0
23860,414212.pgn,1.0
23861,414213.pgn,0.0
23862,414214.pgn,0.0
23863,414215.pgn,-1.0
23864,414216.pgn,1.0
23865,414217.pgn,-1.0
23866,414218.pgn,0.0
23867,414219.pgn,-1.0
23868,414220.pgn,-1.0
23869,414221.pgn,1.0
23870,414222.pgn,1.0
23871,414223.pgn,-1.0
23872,414224.pgn,0.0
23873,414225.pgn,-1.0
23874,414226.pgn,0.0
23875,414227.pgn,1.0
23876,414228.pgn,-1.0
23877,414229.pgn,1.0
23878,414230.pgn,1.0
23879,414231.pgn,1.0
23880,414232.pgn,-1.0
23881,414233.pgn,1.0
23882,414234.pgn,0.0
23883,414235.pgn,0.0
23884,414236.pgn,1.0
23885,414237.pgn,1.0
23886,414238.pgn,0.0
23887,414239.pgn,-1.0
23888,414240.pgn,-1.0
23889,414241.pgn,1.0
23890,414242.pgn,0.0
23891,414243.pgn,1.0
23892,414244.pgn,-1.0
23893,414245.pgn,0.0
23894,414246.pgn,-1.0
23895,414247.pgn,-1.0
23896,414248.pgn,-1.0
23897,414249.pgn,1.0
23898,414250.pgn,-1.0
23899,414251.pgn,0.0
23900,414252.pgn,0.0
23901,414253.pgn,0.0
23902,414254.pgn,1.0
23903,414255.pgn,0.0
23904,414256.pgn,-1.0
23905,414257.pgn,1.0
23906,414258.pgn,0.0
23907,414259.pgn,1.0
23908,414260.pgn,0.0
23909,414261.pgn,0.0
23910,414262.pgn,0.0
23911,414263.pgn,-1.0
23912,414264.pgn,0.0
23913,414265.pgn,1.0
23914,414266.pgn,0.0
23915,414267.pgn,0.0
23916,414268.pgn,-1.0
23917,414269.pgn,1.0
23918,414270.pgn,-1.0
23919,414271.pgn,1.0
23920,414272.pgn,-1.0
23921,414273.pgn,1.0
23922,414274.pgn,-1.0
23923,414275.pgn,0.0
23924,414276.pgn,0.0
23925,414277.pgn,0.0
23926,414278.pgn,-1.0
23927,414279.pgn,-1.0
23928,414280.pgn,1.0
23929,414281.pgn,0.0
23930,414282.pgn,0.0
23931,414283.pgn,0.0
23932,414284.pgn,-1.0
23933,414285.pgn,-1.0
23934,414286.pgn,0.0
23935,414287.pgn,0.0
23936,414288.pgn,1.0
23937,414289.pgn,1.0
23938,414290.pgn,0.0
23939,414291.pgn,-1.0
23940,414292.pgn,0.0
23941,414293.pgn,0.0
23942,414294.pgn,-1.0
23943,414295.pgn,0.0
23944,414296.pgn,-1.0
23945,414297.pgn,1.0
23946,414298.pgn,0.0
23947,414299.pgn,1.0
23948,414300.pgn,1.0
23949,414301.pgn,1.0
23950,414302.pgn,-1.0
23951,414303.pgn,1.0
23952,414304.pgn,0.0
23953,414305.pgn,0.0
23954,414306.pgn,-1.0
23955,414307.pgn,0.0
23956,414308.pgn,1.0
23957,414309.pgn,0.0
23958,414310.pgn,1.0
23959,414311.pgn,1.0
23960,414312.pgn,0.0
23961,414313.pgn,-1.0
23962,414314.pgn,1.0
23963,414315.pgn,-1.0
23964,414316.pgn,0.0
23965,414317.pgn,-1.0
23966,414318.pgn,1.0
23967,414319.pgn,1.0
23968,414320.pgn,1.0
23969,414321.pgn,-1.0
23970,414322.pgn,-1.0
23971,414323.pgn,1.0
23972,414324.pgn,0.0
23973,414325.pgn,0.0
23974,414326.pgn,1.0
23975,414327.pgn,1.0
23976,414328.pgn,0.0
23977,414329.pgn,0.0
23978,414330.pgn,0.0
23979,414331.pgn,-1.0
23980,414332.pgn,0.0
23981,414333.pgn,1.0
23982,414334.pgn,1.0
23983,414335.pgn,-1.0
23984,414336.pgn,1.0
23985,414337.pgn,-1.0
23986,414338.pgn,-1.0
23987,414339.pgn,0.0
23988,414340.pgn,-1.0
23989,414341.pgn,-1.0
23990,414342.pgn,-1.0
23991,414343.pgn,0.0
23992,414344.pgn,-1.0
23993,414345.pgn,1.0
23994,414346.pgn,0.0
23995,414347.pgn,-1.0
23996,414348.pgn,0.0
23997,414349.pgn,1.0
23998,414350.pgn,1.0
23999,414351.pgn,1.0
24000,414352.pgn,0.0
24001,414353.pgn,1.0
24002,414354.pgn,1.0
24003,414355.pgn,-1.0
24004,414356.pgn,0.0
24005,414357.pgn,0.0
24006,414358.pgn,-1.0
24007,414359.pgn,-1.0
24008,414360.pgn,-1.0
24009,414361.pgn,-1.0
24010,414362.pgn,1.0
24011,414363.pgn,0.0
24012,414364.pgn,0.0
24013,414365.pgn,-1.0
24014,414366.pgn,0.0
24015,414367.pgn,1.0
24016,414368.pgn,0.0
24017,414369.pgn,1.0
24018,414370.pgn,1.0
24019,414371.pgn,0.0
24020,414372.pgn,1.0
24021,414373.pgn,1.0
24022,414374.pgn,1.0
24023,414375.pgn,0.0
24024,414376.pgn,1.0
24025,414377.pgn,1.0
24026,414378.pgn,-1.0
24027,414379.pgn,1.0
24028,414380.pgn,-1.0
24029,414381.pgn,1.0
24030,414382.pgn,1.0
24031,414383.pgn,1.0
24032,414384.pgn,1.0
24033,414385.pgn,-1.0
24034,414386.pgn,1.0
24035,414387.pgn,-1.0
24036,414388.pgn,1.0
24037,414389.pgn,0.0
24038,414390.pgn,1.0
24039,414391.pgn,1.0
24040,414392.pgn,-1.0
24041,414393.pgn,1.0
24042,414394.pgn,1.0
24043,414396.pgn,0.0
24044,414397.pgn,1.0
24045,414398.pgn,0.0
24046,414399.pgn,1.0
24047,414401.pgn,-1.0
24048,414402.pgn,1.0
24049,414403.pgn,-1.0
24050,414404.pgn,1.0
24051,414405.pgn,-1.0
24052,414406.pgn,-1.0
24053,414407.pgn,-1.0
24054,414408.pgn,0.0
24055,414409.pgn,-1.0
24056,414410.pgn,-1.0
24057,414411.pgn,1.0
24058,414412.pgn,0.0
24059,414413.pgn,-1.0
24060,414414.pgn,0.0
24061,414415.pgn,0.0
24062,414416.pgn,-1.0
24063,414417.pgn,-1.0
24064,414418.pgn,0.0
24065,414419.pgn,0.0
24066,414420.pgn,-1.0
24067,414421.pgn,-1.0
24068,414422.pgn,1.0
24069,414423.pgn,1.0
24070,414424.pgn,1.0
24071,414425.pgn,-1.0
24072,414426.pgn,0.0
24073,414427.pgn,-1.0
24074,414428.pgn,-1.0
24075,414429.pgn,1.0
24076,414430.pgn,1.0
24077,414431.pgn,0.0
24078,414432.pgn,1.0
24079,414433.pgn,1.0
24080,414434.pgn,-1.0
24081,414435.pgn,1.0
24082,414436.pgn,1.0
24083,414437.pgn,-1.0
24084,414438.pgn,0.0
24085,414439.pgn,0.0
24086,414440.pgn,-1.0
24087,414441.pgn,1.0
24088,414442.pgn,0.0
24089,414443.pgn,0.0
24090,414444.pgn,1.0
24091,414445.pgn,-1.0
24092,414446.pgn,1.0
24093,414447.pgn,0.0
24094,414448.pgn,1.0
24095,414449.pgn,0.0
24096,414450.pgn,0.0
24097,414451.pgn,1.0
24098,414452.pgn,0.0
24099,414453.pgn,1.0
24100,414454.pgn,0.0
24101,414455.pgn,0.0
24102,414456.pgn,0.0
24103,414457.pgn,1.0
24104,414458.pgn,1.0
24105,414459.pgn,1.0
24106,414460.pgn,0.0
24107,414461.pgn,0.0
24108,414462.pgn,0.0
24109,414463.pgn,0.0
24110,414464.pgn,0.0
24111,414465.pgn,0.0
24112,414466.pgn,0.0
24113,414467.pgn,0.0
24114,414468.pgn,-1.0
24115,414469.pgn,1.0
24116,414470.pgn,0.0
24117,414471.pgn,0.0
24118,414472.pgn,0.0
24119,414473.pgn,0.0
24120,414474.pgn,-1.0
24121,414475.pgn,-1.0
24122,414476.pgn,0.0
24123,414477.pgn,0.0
24124,414478.pgn,-1.0
24125,414479.pgn,1.0
24126,414480.pgn,0.0
24127,414481.pgn,0.0
24128,414482.pgn,0.0
24129,414483.pgn,1.0
24130,414484.pgn,0.0
24131,414485.pgn,0.0
24132,414486.pgn,1.0
24133,414487.pgn,0.0
24134,414488.pgn,1.0
24135,414489.pgn,1.0
24136,414490.pgn,0.0
24137,414491.pgn,-1.0
24138,414492.pgn,0.0
24139,414493.pgn,-1.0
24140,414494.pgn,-1.0
24141,414495.pgn,0.0
24142,414496.pgn,0.0
24143,414497.pgn,0.0
24144,414498.pgn,0.0
24145,414499.pgn,-1.0
24146,414500.pgn,0.0
24147,414501.pgn,1.0
24148,414502.pgn,0.0
24149,414503.pgn,0.0
24150,414504.pgn,0.0
24151,414505.pgn,0.0
24152,414506.pgn,-1.0
24153,414507.pgn,1.0
24154,414508.pgn,1.0
24155,414509.pgn,-1.0
24156,414510.pgn,1.0
24157,414511.pgn,0.0
24158,414512.pgn,1.0
24159,414513.pgn,0.0
24160,414514.pgn,0.0
24161,414515.pgn,0.0
24162,414516.pgn,0.0
24163,414517.pgn,-1.0
24164,414518.pgn,0.0
24165,414519.pgn,1.0
24166,414520.pgn,0.0
24167,414521.pgn,0.0
24168,414522.pgn,0.0
24169,414523.pgn,0.0
24170,414524.pgn,1.0
24171,414525.pgn,0.0
24172,414526.pgn,0.0
24173,414527.pgn,0.0
24174,414528.pgn,0.0
24175,414529.pgn,0.0
24176,414530.pgn,0.0
24177,414531.pgn,0.0
24178,414532.pgn,-1.0
24179,414533.pgn,1.0
24180,414534.pgn,0.0
24181,414535.pgn,-1.0
24182,414536.pgn,1.0
24183,414537.pgn,1.0
24184,414538.pgn,0.0
24185,414539.pgn,1.0
24186,414540.pgn,-1.0
24187,414541.pgn,1.0
24188,414542.pgn,1.0
24189,414543.pgn,0.0
24190,414544.pgn,0.0
24191,414545.pgn,0.0
24192,414546.pgn,0.0
24193,414547.pgn,1.0
24194,414548.pgn,0.0
24195,414549.pgn,0.0
24196,414550.pgn,1.0
24197,414551.pgn,1.0
24198,414552.pgn,0.0
24199,414553.pgn,0.0
24200,414554.pgn,0.0
24201,414555.pgn,1.0
24202,414556.pgn,-1.0
24203,414557.pgn,0.0
24204,414558.pgn,0.0
24205,414559.pgn,0.0
24206,414560.pgn,0.0
24207,414561.pgn,1.0
24208,414562.pgn,0.0
24209,414563.pgn,-1.0
24210,414564.pgn,1.0
24211,414565.pgn,-1.0
24212,414566.pgn,-1.0
24213,414567.pgn,-1.0
24214,414568.pgn,0.0
24215,414569.pgn,0.0
24216,414570.pgn,0.0
24217,414571.pgn,-1.0
24218,414572.pgn,1.0
24219,414573.pgn,0.0
24220,414574.pgn,1.0
24221,414575.pgn,0.0
24222,414576.pgn,-1.0
24223,414577.pgn,0.0
24224,414578.pgn,0.0
24225,414579.pgn,1.0
24226,414580.pgn,-1.0
24227,414581.pgn,-1.0
24228,414582.pgn,0.0
24229,414583.pgn,0.0
24230,414584.pgn,1.0
24231,414585.pgn,1.0
24232,414586.pgn,-1.0
24233,414587.pgn,1.0
24234,414588.pgn,-1.0
24235,414589.pgn,0.0
24236,414590.pgn,1.0
24237,414591.pgn,1.0
24238,414592.pgn,-1.0
24239,414593.pgn,-1.0
24240,414594.pgn,1.0
24241,414595.pgn,-1.0
24242,414596.pgn,1.0
24243,414597.pgn,0.0
24244,414598.pgn,1.0
24245,414599.pgn,-1.0
24246,414600.pgn,0.0
24247,414601.pgn,0.0
24248,414602.pgn,-1.0
24249,414603.pgn,1.0
24250,414604.pgn,0.0
24251,414605.pgn,0.0
24252,414606.pgn,0.0
24253,414607.pgn,-1.0
24254,414608.pgn,0.0
24255,414609.pgn,1.0
24256,414610.pgn,0.0
24257,414611.pgn,0.0
24258,414612.pgn,-1.0
24259,414613.pgn,0.0
24260,414614.pgn,-1.0
24261,414615.pgn,-1.0
24262,414616.pgn,-1.0
24263,414617.pgn,1.0
24264,414618.pgn,1.0
24265,414619.pgn,-1.0
24266,414620.pgn,1.0
24267,414621.pgn,0.0
24268,414622.pgn,1.0
24269,414623.pgn,-1.0
24270,414624.pgn,0.0
24271,414625.pgn,0.0
24272,414626.pgn,-1.0
24273,414627.pgn,1.0
24274,414628.pgn,0.0
24275,414629.pgn,0.0
24276,414630.pgn,0.0
24277,414631.pgn,-1.0
24278,414632.pgn,0.0
24279,414633.pgn,-1.0
24280,414634.pgn,1.0
24281,414635.pgn,1.0
24282,414636.pgn,0.0
24283,414637.pgn,0.0
24284,414638.pgn,0.0
24285,414639.pgn,-1.0
24286,414640.pgn,-1.0
24287,414641.pgn,1.0
24288,414642.pgn,0.0
24289,414643.pgn,-1.0
24290,414644.pgn,1.0
24291,414645.pgn,1.0
24292,414646.pgn,1.0
24293,414647.pgn,1.0
24294,414648.pgn,-1.0
24295,414649.pgn,1.0
24296,414650.pgn,-1.0
24297,414651.pgn,-1.0
24298,414652.pgn,0.0
24299,414653.pgn,-1.0
24300,414654.pgn,0.0
24301,414655.pgn,0.0
24302,414656.pgn,1.0
24303,414657.pgn,-1.0
24304,414658.pgn,0.0
24305,414659.pgn,1.0
24306,414660.pgn,0.0
24307,414661.pgn,1.0
24308,414662.pgn,1.0
24309,414663.pgn,0.0
24310,414664.pgn,1.0
24311,414665.pgn,1.0
24312,414666.pgn,0.0
24313,414667.pgn,-1.0
24314,414668.pgn,0.0
24315,414669.pgn,0.0
24316,414670.pgn,-1.0
24317,414671.pgn,-1.0
24318,414672.pgn,1.0
24319,414673.pgn,1.0
24320,414674.pgn,0.0
24321,414675.pgn,0.0
24322,414676.pgn,-1.0
24323,414677.pgn,-1.0
24324,414678.pgn,1.0
24325,414679.pgn,-1.0
24326,414680.pgn,0.0
24327,414681.pgn,0.0
24328,414682.pgn,0.0
24329,414683.pgn,1.0
24330,414684.pgn,1.0
24331,414685.pgn,0.0
24332,414686.pgn,-1.0
24333,414687.pgn,1.0
24334,414688.pgn,0.0
24335,414689.pgn,-1.0
24336,414690.pgn,1.0
24337,414691.pgn,1.0
24338,414692.pgn,0.0
24339,414693.pgn,0.0
24340,414694.pgn,-1.0
24341,414695.pgn,0.0
24342,414696.pgn,-1.0
24343,414697.pgn,0.0
24344,414698.pgn,-1.0
24345,414699.pgn,-1.0
24346,414700.pgn,-1.0
24347,414701.pgn,1.0
24348,414702.pgn,0.0
24349,414703.pgn,-1.0
24350,414704.pgn,1.0
24351,414705.pgn,0.0
24352,414706.pgn,0.0
24353,414707.pgn,1.0
24354,414708.pgn,-1.0
24355,414709.pgn,1.0
24356,414710.pgn,0.0
24357,414711.pgn,1.0
24358,414712.pgn,0.0
24359,414713.pgn,1.0
24360,414714.pgn,-1.0
24361,414715.pgn,-1.0
24362,414716.pgn,1.0
24363,414717.pgn,-1.0
24364,414718.pgn,1.0
24365,414719.pgn,1.0
24366,414720.pgn,-1.0
24367,414721.pgn,-1.0
24368,414722.pgn,-1.0
24369,414723.pgn,-1.0
24370,414724.pgn,1.0
24371,414725.pgn,-1.0
24372,414726.pgn,-1.0
24373,414727.pgn,1.0
24374,414728.pgn,1.0
24375,414729.pgn,0.0
24376,414730.pgn,1.0
24377,414731.pgn,-1.0
24378,414732.pgn,1.0
24379,414733.pgn,-1.0
24380,414734.pgn,1.0
24381,414735.pgn,-1.0
24382,414736.pgn,0.0
24383,414737.pgn,0.0
24384,414738.pgn,1.0
24385,414739.pgn,1.0
24386,414740.pgn,0.0
24387,414741.pgn,0.0
24388,414742.pgn,-1.0
24389,414743.pgn,0.0
24390,414744.pgn,0.0
24391,414745.pgn,-1.0
24392,414746.pgn,-1.0
24393,414747.pgn,0.0
24394,414748.pgn,1.0
24395,414749.pgn,-1.0
24396,414750.pgn,-1.0
24397,414751.pgn,-1.0
24398,414752.pgn,0.0
24399,414753.pgn,-1.0
24400,414754.pgn,-1.0
24401,414755.pgn,-1.0
24402,414756.pgn,-1.0
24403,414757.pgn,-1.0
24404,414758.pgn,1.0
24405,414759.pgn,0.0
24406,414760.pgn,1.0
24407,414761.pgn,1.0
24408,414762.pgn,1.0
24409,414763.pgn,1.0
24410,414764.pgn,0.0
24411,414765.pgn,-1.0
24412,414766.pgn,1.0
24413,414767.pgn,1.0
24414,414768.pgn,-1.0
24415,414769.pgn,1.0
24416,414770.pgn,-1.0
24417,414771.pgn,1.0
24418,414772.pgn,1.0
24419,414773.pgn,0.0
24420,414774.pgn,1.0
24421,414775.pgn,-1.0
24422,414776.pgn,1.0
24423,414777.pgn,1.0
24424,414778.pgn,1.0
24425,414779.pgn,1.0
24426,414780.pgn,1.0
24427,414781.pgn,1.0
24428,414782.pgn,1.0
24429,414783.pgn,-1.0
24430,414784.pgn,1.0
24431,414785.pgn,0.0
24432,414786.pgn,-1.0
24433,414787.pgn,0.0
24434,414789.pgn,1.0
24435,414790.pgn,-1.0
24436,414791.pgn,1.0
24437,414792.pgn,0.0
24438,414794.pgn,-1.0
24439,414795.pgn,1.0
24440,414796.pgn,-1.0
24441,414797.pgn,1.0
24442,414798.pgn,-1.0
24443,414800.pgn,1.0
24444,414802.pgn,1.0
24445,414803.pgn,0.0
24446,414804.pgn,1.0
24447,414805.pgn,-1.0
24448,414806.pgn,-1.0
24449,414808.pgn,1.0
24450,414809.pgn,1.0
24451,414810.pgn,1.0
24452,414811.pgn,0.0
24453,414813.pgn,-1.0
24454,414814.pgn,1.0
24455,414815.pgn,1.0
24456,414816.pgn,1.0
24457,414817.pgn,-1.0
24458,414818.pgn,1.0
24459,414820.pgn,-1.0
24460,414821.pgn,0.0
24461,414823.pgn,1.0
24462,414824.pgn,-1.0
24463,414825.pgn,1.0
24464,414826.pgn,-1.0
24465,414828.pgn,1.0
24466,414829.pgn,1.0
24467,414830.pgn,0.0
24468,414831.pgn,-1.0
24469,414832.pgn,1.0
24470,414833.pgn,1.0
24471,414834.pgn,1.0
24472,414835.pgn,1.0
24473,414836.pgn,1.0
24474,414837.pgn,0.0
24475,414838.pgn,0.0
24476,414839.pgn,1.0
24477,414840.pgn,1.0
24478,414841.pgn,1.0
24479,414842.pgn,0.0
24480,414843.pgn,1.0
24481,414844.pgn,-1.0
24482,414845.pgn,1.0
24483,414846.pgn,1.0
24484,414847.pgn,1.0
24485,414848.pgn,1.0
24486,414849.pgn,0.0
24487,414850.pgn,1.0
24488,414851.pgn,-1.0
24489,414852.pgn,-1.0
24490,414854.pgn,1.0
24491,414855.pgn,1.0
24492,414856.pgn,-1.0
24493,414857.pgn,0.0
24494,414858.pgn,0.0
24495,414859.pgn,-1.0
24496,414860.pgn,0.0
24497,414861.pgn,0.0
24498,414862.pgn,1.0
24499,414863.pgn,1.0
24500,414864.pgn,1.0
24501,414865.pgn,1.0
24502,414866.pgn,1.0
24503,414867.pgn,0.0
24504,414868.pgn,-1.0
24505,414869.pgn,1.0
24506,414870.pgn,1.0
24507,414871.pgn,1.0
24508,414872.pgn,1.0
24509,414873.pgn,-1.0
24510,414874.pgn,1.0
24511,414875.pgn,-1.0
24512,414876.pgn,-1.0
24513,414877.pgn,0.0
24514,414878.pgn,1.0
24515,414879.pgn,1.0
24516,414880.pgn,1.0
24517,414882.pgn,1.0
24518,414883.pgn,-1.0
24519,414884.pgn,-1.0
24520,414885.pgn,-1.0
24521,414886.pgn,0.0
24522,414887.pgn,0.0
24523,414888.pgn,-1.0
24524,414889.pgn,0.0
24525,414890.pgn,0.0
24526,414891.pgn,0.0
24527,414892.pgn,-1.0
24528,414893.pgn,-1.0
24529,414894.pgn,1.0
24530,414895.pgn,-1.0
24531,414896.pgn,-1.0
24532,414897.pgn,1.0
24533,414898.pgn,1.0
24534,414899.pgn,0.0
24535,414900.pgn,-1.0
24536,414901.pgn,1.0
24537,414902.pgn,0.0
24538,414903.pgn,-1.0
24539,414904.pgn,1.0
24540,414905.pgn,1.0
24541,414906.pgn,-1.0
24542,414907.pgn,1.0
24543,414908.pgn,1.0
24544,414909.pgn,1.0
24545,414910.pgn,-1.0
24546,414912.pgn,-1.0
24547,414913.pgn,0.0
24548,414914.pgn,-1.0
24549,414915.pgn,-1.0
24550,414916.pgn,-1.0
24551,414917.pgn,1.0
24552,414918.pgn,1.0
24553,414919.pgn,-1.0
24554,414920.pgn,1.0
24555,414921.pgn,0.0
24556,414922.pgn,0.0
24557,414923.pgn,0.0
24558,414924.pgn,0.0
24559,414925.pgn,0.0
24560,414926.pgn,1.0
24561,414927.pgn,0.0
24562,414928.pgn,-1.0
24563,414929.pgn,-1.0
24564,414930.pgn,0.0
24565,414931.pgn,-1.0
24566,414932.pgn,0.0
